"customer_id","plan_type","billing_cycle","total_revenue","total_payments","successful_payments","failed_payments","started_date","ended_date","subscription_length_days","churned"
912,"pro","yearly",540.00,1,1,0,"2025-11-16 17:40:29+13",NULL,45,0
913,"pro","monthly",400.00,8,8,0,"2025-05-30 05:57:21+12",NULL,215,0
914,"pro","monthly",150.00,3,3,0,"2025-10-16 02:59:47+13",NULL,76,0
915,"basic","monthly",40.00,2,2,0,"2025-08-03 04:19:36+12","2025-10-02 00:16:41+13",59,1
916,"basic","monthly",140.00,7,7,0,"2025-06-25 09:20:35+12",NULL,189,0
917,"basic","monthly",80.00,4,4,0,"2025-09-18 12:13:36+12",NULL,104,0
918,"basic","monthly",100.00,5,5,0,"2025-08-22 22:51:58+12",NULL,131,0
919,"basic","monthly",80.00,4,4,0,"2025-09-30 00:04:09+13",NULL,92,0
920,"basic","monthly",80.00,4,4,0,"2025-09-09 12:21:24+12",NULL,113,0
921,"basic","monthly",80.00,4,4,0,"2025-09-22 05:53:10+12",NULL,100,0
922,"pro","monthly",150.00,3,3,0,"2025-10-20 08:24:11+13",NULL,72,0
923,"pro","yearly",540.00,1,1,0,"2025-08-20 15:55:50+12",NULL,133,0
924,"basic","monthly",40.00,2,1,1,"2025-11-25 22:45:54+13",NULL,36,0
925,"pro","yearly",540.00,1,1,0,"2025-09-12 10:02:17+12",NULL,110,0
926,"basic","monthly",120.00,6,6,0,"2025-06-14 14:31:56+12","2025-12-07 00:27:28+13",175,1
927,"basic","yearly",216.00,1,1,0,"2025-07-08 23:28:53+12",NULL,175,0
928,"basic","monthly",100.00,5,5,0,"2025-08-31 21:13:33+12",NULL,122,0
929,"basic","monthly",80.00,4,4,0,"2025-09-10 17:07:23+12",NULL,112,0
930,"basic","monthly",40.00,2,2,0,"2025-02-26 14:49:12+13","2025-04-24 20:20:54+12",57,1
931,"basic","monthly",60.00,3,3,0,"2025-06-30 14:28:32+12","2025-09-20 00:52:53+12",81,1
932,"basic","yearly",216.00,1,1,0,"2025-09-02 03:57:32+12",NULL,120,0
933,"basic","monthly",180.00,9,9,0,"2025-04-05 19:21:59+13",NULL,270,0
934,"basic","monthly",200.00,10,9,1,"2025-03-17 12:55:33+13",NULL,289,0
935,"basic","monthly",100.00,5,5,0,"2025-08-10 22:09:49+12",NULL,143,0
936,"basic","monthly",20.00,1,1,0,"2025-12-28 16:52:33+13",NULL,3,0
937,"basic","yearly",216.00,1,1,0,"2025-08-22 16:13:46+12",NULL,131,0
938,"basic","monthly",40.00,2,2,0,"2025-11-03 03:24:45+13",NULL,58,0
939,"basic","yearly",216.00,1,1,0,"2025-10-29 05:07:00+13",NULL,63,0
940,"pro","monthly",400.00,8,8,0,"2025-05-10 13:43:54+12",NULL,235,0
941,"basic","monthly",60.00,3,3,0,"2025-10-20 15:21:29+13",NULL,72,0
942,"basic","monthly",100.00,5,3,2,"2025-08-29 13:06:33+12",NULL,124,0
943,"basic","monthly",60.00,3,3,0,"2025-10-26 10:47:19+13",NULL,66,0
944,"basic","monthly",80.00,4,4,0,"2025-09-02 06:48:19+12",NULL,120,0
945,"basic","monthly",140.00,7,6,1,"2025-06-21 18:20:12+12",NULL,193,0
946,"pro","monthly",500.00,10,10,0,"2025-03-07 22:17:34+13",NULL,299,0
947,"basic","yearly",216.00,1,1,0,"2025-12-12 03:42:07+13",NULL,19,0
948,"basic","yearly",216.00,1,1,0,"2025-03-09 17:10:17+13",NULL,297,0
949,"basic","monthly",20.00,1,1,0,"2025-12-04 13:39:35+13",NULL,27,0
950,"basic","monthly",40.00,2,2,0,"2025-11-17 16:13:34+13",NULL,44,0
951,"pro","monthly",200.00,4,4,0,"2025-09-13 05:20:17+12",NULL,109,0
952,"basic","monthly",20.00,1,1,0,"2025-12-06 11:51:18+13",NULL,25,0
953,"pro","monthly",50.00,1,1,0,"2025-12-19 20:10:04+13",NULL,12,0
954,"basic","yearly",216.00,1,1,0,"2025-10-11 08:57:21+13",NULL,81,0
955,"basic","monthly",120.00,6,6,0,"2025-07-19 02:03:08+12",NULL,165,0
956,"basic","yearly",216.00,1,1,0,"2025-10-02 04:57:43+13",NULL,90,0
957,"pro","monthly",600.00,12,12,0,"2025-01-02 16:24:03+13",NULL,363,0
958,"basic","monthly",100.00,5,5,0,"2025-08-04 01:25:11+12",NULL,149,0
959,"basic","monthly",120.00,6,6,0,"2025-07-24 07:57:37+12",NULL,160,0
960,"basic","monthly",80.00,4,4,0,"2025-09-22 10:44:28+12",NULL,100,0
961,"basic","monthly",80.00,4,3,1,"2025-09-20 23:19:21+12",NULL,101,0
962,"pro","monthly",250.00,5,5,0,"2025-08-27 18:45:48+12",NULL,126,0
963,"basic","monthly",60.00,3,3,0,"2025-10-23 06:05:59+13",NULL,69,0
964,"basic","monthly",20.00,1,1,0,"2025-12-26 03:36:08+13",NULL,5,0
965,"basic","monthly",100.00,5,5,0,"2025-03-04 11:29:06+13","2025-07-07 10:35:11+12",125,1
966,"basic","monthly",120.00,6,6,0,"2025-05-15 21:43:41+12","2025-11-13 22:26:01+13",181,1
967,"basic","monthly",240.00,12,11,1,"2025-01-24 03:30:14+13",NULL,341,0
968,"pro","monthly",100.00,2,2,0,"2025-11-08 17:55:57+13",NULL,53,0
969,"pro","monthly",250.00,5,5,0,"2025-08-20 20:58:23+12",NULL,133,0
970,"pro","monthly",100.00,2,2,0,"2025-11-13 18:44:58+13",NULL,48,0
971,"pro","yearly",540.00,1,1,0,"2025-05-22 22:50:55+12",NULL,223,0
972,"basic","monthly",220.00,11,11,0,"2025-02-12 03:31:01+13",NULL,322,0
973,"basic","monthly",60.00,3,3,0,"2025-10-04 04:07:22+13",NULL,88,0
974,"basic","monthly",40.00,2,2,0,"2025-11-17 03:54:10+13",NULL,44,0
975,"pro","monthly",350.00,7,6,1,"2025-06-10 23:38:36+12",NULL,203,0
976,"basic","monthly",120.00,6,5,1,"2025-07-06 04:06:25+12",NULL,178,0
977,"basic","monthly",200.00,10,9,1,"2025-03-28 11:50:06+13",NULL,278,0
978,"pro","monthly",50.00,1,1,0,"2025-12-12 06:41:04+13",NULL,19,0
979,"pro","monthly",150.00,3,3,0,"2025-06-26 21:34:29+12","2025-08-28 21:17:19+12",62,1
980,"basic","monthly",100.00,5,5,0,"2025-08-14 06:26:15+12",NULL,139,0
981,"basic","monthly",220.00,11,11,0,"2025-02-20 20:35:10+13",NULL,314,0
982,"basic","monthly",40.00,2,2,0,"2025-11-17 01:04:21+13",NULL,44,0
983,"basic","monthly",140.00,7,6,1,"2025-03-08 11:37:27+13","2025-09-27 11:40:12+12",203,1
984,"basic","monthly",60.00,3,3,0,"2025-07-27 01:36:50+12","2025-10-14 23:43:01+13",79,1
985,"basic","monthly",40.00,2,2,0,"2025-09-12 05:44:15+12","2025-10-17 16:51:29+13",35,1
986,"basic","monthly",80.00,4,4,0,"2025-09-07 09:42:04+12",NULL,115,0
987,"basic","monthly",20.00,1,1,0,"2025-12-25 11:36:53+13",NULL,6,0
988,"basic","monthly",120.00,6,6,0,"2025-07-16 15:37:38+12",NULL,168,0
989,"basic","monthly",20.00,1,1,0,"2025-09-15 22:35:06+12","2025-09-25 23:54:59+12",10,1
990,"basic","monthly",200.00,10,10,0,"2025-03-28 03:11:19+13",NULL,278,0
991,"basic","monthly",120.00,6,5,1,"2025-08-01 00:04:38+12",NULL,152,0
992,"pro","monthly",450.00,9,8,1,"2025-02-05 10:52:38+13","2025-10-27 21:02:04+13",264,1
993,"basic","monthly",100.00,5,5,0,"2025-08-26 00:20:31+12",NULL,127,0
994,"pro","monthly",300.00,6,6,0,"2025-07-22 09:03:05+12",NULL,162,0
995,"basic","monthly",20.00,1,1,0,"2025-12-07 17:56:37+13",NULL,24,0
996,"basic","monthly",80.00,4,4,0,"2025-01-30 09:51:00+13","2025-05-17 14:03:43+12",107,1
997,"basic","monthly",120.00,6,6,0,"2025-07-25 16:42:09+12",NULL,159,0
998,"basic","monthly",120.00,6,6,0,"2025-07-16 05:18:24+12",NULL,168,0
999,"basic","yearly",216.00,1,1,0,"2025-12-21 07:28:12+13",NULL,10,0
1000,"basic","monthly",40.00,2,2,0,"2025-11-08 10:56:20+13",NULL,53,0
